length_url,length_hostname,nb_dots,nb_hyphens,nb_eq,nb_underscore,nb_percent,nb_comma,ratio_digits_url,longest_words_raw,longest_word_host,longest_word_path,domain_in_title,domain_with_copyright,domain_registration_length,status
28,10,3,0,0,0,0,0,0.25,5,2,5,1,1,0,1
25,17,2,0,0,0,0,0,0,10,10,0,1,1,0,0
60,52,3,2,0,0,0,0,0,17,17,0,1,0,0,1
52,16,2,0,0,5,0,0,0,8,8,6,0,1,167,0
136,31,2,0,1,0,0,0,0.352941176,89,20,89,1,0,1050,1
128,12,7,0,3,0,0,0,0.265625,17,7,17,1,0,98,1
24,15,2,0,0,0,0,0,0,8,8,0,0,0,159,0
26,18,2,0,0,0,0,0,0,8,8,0,1,0,258,1
29,13,1,1,0,0,0,0,0,7,7,4,1,0,158,0
43,17,2,0,0,0,0,0,0,13,13,5,1,0,81,1
96,7,3,0,2,0,6,0,0.114583333,22,4,22,1,0,270,1
42,17,2,0,0,0,0,0,0,10,9,10,0,0,312,0
43,18,1,0,0,0,0,0,0.093023256,14,14,5,1,0,216,1
65,19,2,5,0,0,0,0,0.123076923,11,11,8,1,1,164,0
103,22,3,0,3,0,0,0,0.300970874,19,13,19,0,1,188,1
38,16,2,0,0,0,0,0,0,9,9,8,0,1,353,0
50,12,3,0,0,0,0,0,0,9,5,9,1,0,162,1
85,31,2,7,0,0,0,0,0,11,8,11,1,1,600,1
115,11,2,1,0,6,0,0,0.104347826,12,8,12,1,1,330,0
28,20,1,0,0,0,0,0,0,16,16,0,1,1,15,1
26,17,2,0,0,0,0,0,0,10,10,0,0,0,0,0
42,17,3,0,1,0,0,0,0.19047619,9,9,5,1,0,229,0
126,50,4,1,3,2,0,0,0.134920635,17,13,17,1,0,14,1
41,22,2,0,0,0,0,0,0,14,14,6,0,1,20,1
53,20,3,0,0,0,0,0,0,12,12,10,1,0,235,0
45,31,3,1,0,0,0,0,0.2,9,9,6,1,1,0,1
21,13,2,0,0,0,0,0,0,6,6,0,0,0,117,0
43,12,2,0,0,1,0,0,0,8,4,8,0,1,195,0
57,21,3,0,0,0,0,0,0.052631579,10,8,10,1,0,0,0
29,22,2,0,0,0,0,0,0,16,16,0,1,0,167,0
47,11,2,0,0,1,0,0,0,8,8,7,1,0,313,1
22,12,2,0,0,0,0,0,0,4,4,0,0,0,52,0
41,14,1,0,1,0,0,0,0.024390244,11,10,11,0,0,86,0
41,16,2,1,0,0,0,0,0,9,9,7,1,1,124,0
42,30,2,0,0,0,0,0,0.023809524,17,17,4,0,0,0,1
44,24,3,0,0,0,0,0,0.090909091,11,11,6,0,0,122,1
218,12,3,1,3,1,0,0,0.371559633,64,5,64,1,0,24,1
154,40,2,2,1,3,0,0,0.051948052,35,22,35,1,0,381,1
68,10,2,0,0,0,0,0,0.352941176,32,6,32,1,1,1617,1
68,18,4,0,0,0,0,0,0,12,7,12,1,1,239,1
80,13,3,1,1,0,0,0,0,10,9,10,1,1,274,1
25,17,3,0,0,0,0,0,0,7,7,0,1,0,52,0
52,19,2,1,0,0,0,0,0.076923077,11,11,8,1,1,120,0
140,13,1,6,0,1,0,0,0.007142857,11,9,11,1,0,287,1
57,20,2,1,0,0,0,0,0,17,12,17,1,1,531,1
98,26,2,2,0,0,0,0,0.255102041,32,10,32,1,1,257,1
21,12,2,0,0,0,0,0,0,6,6,0,0,0,335,0
30,22,2,0,0,0,0,0,0.2,8,8,0,0,0,0,1
78,15,4,2,0,0,0,0,0,11,7,11,1,0,290,1
16,9,1,0,0,0,0,0,0,5,5,0,0,0,323,0
33,15,2,0,0,0,0,0,0,7,7,4,0,1,204,0
34,25,2,0,0,0,0,0,0,11,11,0,0,1,256,1
38,29,2,0,0,0,0,0,0.026315789,13,13,0,1,0,948,1
21,9,2,0,0,0,0,0,0,3,3,2,1,1,68,0
22,14,2,0,0,0,0,0,0,6,6,0,1,1,192,0
37,18,2,0,0,0,0,0,0,10,10,5,1,0,183,1
83,16,2,0,1,0,0,0,0.072289157,33,6,33,0,0,2973,1
77,26,3,0,0,0,0,0,0,19,19,12,1,1,223,1
48,20,3,0,0,1,0,0,0.166666667,8,8,4,1,1,372,1
21,12,2,0,0,0,0,0,0,5,5,0,0,1,734,0
28,21,2,0,0,0,0,0,0,9,9,0,0,0,282,1
29,21,2,1,0,0,0,0,0.068965517,8,8,0,1,1,275,1
24,17,2,0,0,0,0,0,0,7,7,0,1,1,226,0
98,15,1,4,0,5,0,0,0.479591837,12,11,12,1,0,274,1
86,48,2,2,0,0,0,0,0.104651163,30,30,8,1,0,644,1
110,22,2,2,0,0,0,0,0.181818182,32,10,32,1,1,257,1
43,21,2,0,0,1,0,0,0,13,13,6,1,0,588,1
44,14,2,1,0,0,0,0,0.045454545,8,6,8,0,1,1651,0
25,16,2,0,0,0,0,0,0,8,8,0,0,1,455,0
49,18,2,1,0,0,0,0,0,10,10,9,0,0,298,0
27,18,2,0,0,0,0,0,0,11,11,0,0,1,241,0
49,18,4,0,0,0,0,0,0.020408163,9,7,9,1,1,0,0
32,23,2,0,0,0,0,0,0,16,16,0,1,1,0,0
35,26,2,0,0,0,0,0,0,19,19,0,1,1,203,0
53,15,2,2,0,0,0,0,0,8,7,8,1,1,301,1
35,22,2,0,0,0,0,0,0,14,14,4,0,1,67,0
40,15,1,0,0,0,0,0,0,11,11,8,0,1,378,0
40,12,1,2,0,0,0,0,0,8,8,7,0,0,48,0
124,19,3,1,0,0,0,0,0.137096774,32,11,32,1,0,144,1
40,13,2,0,0,1,0,0,0,9,6,9,1,0,109,0
34,17,3,0,0,0,0,0,0,11,11,4,1,0,1825,1
35,26,2,0,0,0,0,0,0,18,18,0,1,1,179,0
29,13,2,0,0,0,0,0,0,7,5,7,0,0,661,0
70,19,1,0,0,0,0,0,0,16,16,9,1,1,298,1
34,27,2,2,0,0,0,0,0,6,6,0,1,0,1048,0
47,15,2,3,0,0,0,0,0.042553191,8,7,8,0,0,774,0
36,11,2,1,0,0,0,0,0.194444444,7,5,7,1,0,255,1
121,46,5,0,3,2,0,0,0.148760331,17,13,17,1,1,25,1
77,23,1,0,0,0,0,0,0.298701299,32,19,32,1,0,77,1
25,16,2,0,0,0,0,0,0,9,9,0,1,1,0,0
39,22,2,0,0,0,0,0,0,14,14,4,0,1,19,1
49,20,2,0,0,0,0,0,0,13,12,13,0,1,1602,0
56,26,2,1,0,0,0,0,0,11,10,11,1,0,903,0
68,42,4,0,0,0,0,0,0.220588235,15,13,15,1,1,25,1
35,16,2,0,0,0,0,0,0,7,7,7,0,0,18,0
52,29,2,0,0,0,0,0,0,25,25,7,1,0,1212,1
119,42,4,0,3,2,0,0,0.218487395,17,13,17,1,0,14,1
33,25,2,2,0,0,0,0,0,6,6,0,1,0,0,1
18,10,2,0,0,0,0,0,0,3,3,0,1,1,252,0
78,18,2,6,0,0,0,0,0.064102564,10,8,10,0,0,124,0
50,16,2,0,0,0,0,0,0,13,13,8,1,1,311,1
18,9,1,0,0,0,0,0,0,6,6,0,0,0,340,0
29,8,2,0,0,0,0,0,0.068965517,4,4,4,0,0,-1,0
20,11,2,0,0,0,0,0,0,3,3,0,0,0,0,0
19,10,2,0,0,0,0,0,0,3,3,0,0,1,0,0
39,14,2,0,0,0,0,0,0,16,6,16,0,0,38,0
85,27,2,0,0,1,0,0,0,23,23,9,1,1,299,1
33,20,2,2,1,2,0,0,0,6,6,1,1,0,1047,0
26,17,2,0,0,0,0,0,0,9,9,0,0,0,358,0
26,17,2,0,0,0,0,0,0,9,9,0,0,1,88,0
34,25,2,0,0,0,0,0,0.029411765,12,12,0,1,0,374,1
83,11,1,11,0,0,0,0,0.072289157,7,7,6,0,0,222,0
43,19,3,0,0,0,0,0,0,11,11,11,1,0,3455,0
26,13,3,0,0,0,0,0,0.384615385,5,3,5,1,0,0,1
35,27,2,0,0,0,0,0,0,19,19,0,1,1,409,0
144,37,2,2,1,3,0,0,0.041666667,34,19,34,1,0,382,1
41,29,1,2,0,0,0,0,0,11,11,3,1,0,71,1
43,16,3,0,0,1,0,1,0,9,9,8,0,1,902,0
56,47,2,0,0,0,0,0,0.375,34,34,0,1,1,373,1
58,13,3,0,0,0,0,0,0.017241379,10,3,10,0,0,1967,0
59,15,1,0,0,0,0,0,0.288135593,32,11,32,1,0,254,1
40,17,2,1,0,0,0,0,0,7,5,7,1,1,159,0
127,50,4,1,3,2,0,0,0.133858268,17,13,17,1,1,25,1
57,49,5,2,0,0,0,0,0,8,8,0,0,0,73,1
52,25,3,0,0,0,0,0,0,17,17,9,1,0,119,1
63,21,2,5,0,0,0,0,0,13,13,6,1,1,321,0
58,40,5,0,0,0,0,0,0.034482759,17,17,5,1,0,2382,1
27,19,2,0,0,0,0,0,0,12,12,0,1,1,191,0
65,22,3,2,0,1,0,0,0,9,9,6,1,1,373,0
39,25,2,0,0,0,0,0,0,17,17,6,1,1,2508,0
144,32,3,2,0,0,0,0,0.0625,87,16,87,1,0,948,1
52,24,2,1,0,0,0,0,0.076923077,16,16,7,1,0,44,1
32,23,2,0,0,0,0,0,0,16,16,0,1,0,0,0
30,18,2,0,0,0,0,0,0,11,11,2,0,1,0,0
32,15,2,0,0,0,0,0,0.03125,8,6,8,0,0,2972,0
30,22,2,0,0,0,0,0,0,14,14,0,1,0,299,0
47,28,3,2,0,0,0,0,0.021276596,11,11,6,1,0,952,1
38,16,2,0,0,0,0,0,0,9,9,8,0,1,903,0
39,20,3,0,0,0,0,0,0,12,12,4,1,1,307,1
50,13,3,0,0,0,0,0,0,11,4,11,1,0,0,0
86,27,3,1,2,0,0,0,0.023255814,14,14,13,1,0,289,1
55,35,3,1,1,0,0,0,0,12,12,5,1,1,0,1
54,15,2,2,0,0,0,0,0.055555556,9,7,9,0,0,404,0
218,12,4,0,6,0,0,0,0.165137615,26,3,26,1,1,0,1
26,18,2,0,0,0,0,0,0,10,10,0,1,1,240,0
30,23,2,0,0,0,0,0,0,12,12,0,1,0,1050,0
85,16,1,9,0,0,0,0,0,12,12,7,1,1,1836,0
49,10,3,0,0,0,0,0,0,9,6,9,1,1,1283,1
75,20,2,0,2,0,0,0,0.053333333,16,10,16,1,0,198,0
33,15,2,0,0,0,0,0,0,10,8,10,1,0,0,0
30,13,1,0,0,0,0,0,0,9,9,5,1,0,1,1
33,14,1,0,0,0,0,0,0,10,10,4,1,0,50,1
41,26,2,0,0,0,0,0,0,16,16,6,1,0,956,1
85,17,3,0,0,4,0,0,0.058823529,11,6,11,1,1,307,0
21,6,1,0,0,0,0,0,0.142857143,7,3,7,1,0,0,1
69,15,2,2,0,0,0,0,0,11,11,10,1,1,307,1
19,8,1,0,0,0,0,0,0,5,5,2,1,0,0,1
68,13,2,6,0,0,0,0,0,11,5,11,0,1,1154,0
83,12,2,5,0,0,0,0,0.048192771,11,4,11,1,1,741,0
47,18,2,2,0,1,0,0,0.063829787,14,14,9,1,1,399,0
58,15,5,0,0,0,0,0,0.034482759,8,5,8,1,1,0,0
29,20,2,0,0,0,0,0,0,12,12,0,0,0,502,0
89,37,2,5,0,0,0,0,0.08988764,23,23,6,1,0,589,0
75,44,4,3,0,0,0,0,0,9,7,9,1,1,228,1
85,30,3,0,1,2,0,0,0.035294118,19,19,9,1,0,125,1
43,18,2,0,0,0,0,0,0,10,10,10,0,0,297,0
55,24,3,0,0,1,0,0,0,12,12,9,0,0,0,0
26,14,2,0,0,0,0,0,0,7,7,2,0,1,0,0
45,16,4,0,0,0,0,0,0,8,4,8,1,1,0,0
56,15,3,0,0,0,0,0,0,12,7,12,1,0,1300,0
42,34,2,0,0,0,0,0,0,21,21,0,1,1,371,0
21,13,2,0,0,0,0,0,0,5,5,0,0,1,1426,0
47,10,2,1,0,0,0,0,0.404255319,10,3,10,1,1,0,1
128,50,4,1,3,2,0,0,0.1953125,17,13,17,1,1,25,1
60,26,3,0,0,0,0,0,0,18,18,10,0,1,517,0
49,22,3,1,0,0,0,0,0,8,8,6,1,1,608,1
40,32,2,1,0,0,0,0,0,11,11,0,1,1,0,1
35,13,4,0,0,0,0,0,0.4,5,3,5,1,0,0,1
45,21,2,1,0,0,0,0,0,13,13,9,1,1,1538,0
23,16,2,0,0,0,0,0,0,9,9,0,1,0,176,0
41,28,2,0,1,2,0,0,0,17,17,1,1,0,1048,0
60,15,3,3,0,0,0,0,0.016666667,10,6,10,0,0,1916,0
46,29,3,0,0,0,0,0,0,16,16,5,0,0,316,1
65,35,2,1,0,0,0,0,0,20,20,10,1,0,133,0
75,17,3,0,0,0,0,0,0,12,9,12,1,0,923,0
396,68,19,10,13,1,0,2,0.186868687,14,11,14,1,0,690,1
67,21,3,0,0,0,0,0,0,14,13,14,1,0,336,1
39,17,3,0,0,0,0,0,0,9,9,5,1,1,50,1
117,19,3,3,0,10,0,0,0.051282051,11,11,9,0,0,610,0
17,5,1,0,0,0,0,0,0.117647059,3,2,3,0,0,0,1
33,11,2,0,0,0,0,0,0,10,7,10,1,0,228,1
31,13,3,0,0,0,0,0,0,6,6,5,1,1,376,1
30,22,2,0,0,0,0,0,0,14,14,0,1,0,174,0
260,12,2,1,0,0,0,0,0.119230769,231,5,231,1,1,146,1
112,12,3,1,0,0,0,0,0.008928571,13,3,13,1,0,41,1
35,20,2,1,0,0,0,0,0,12,12,2,1,0,72,0
48,39,2,2,0,0,0,0,0.083333333,11,11,0,1,0,291,1
97,25,2,7,0,0,0,0,0,17,17,10,1,0,300,0
89,16,2,7,0,0,0,0,0.04494382,12,12,12,1,0,404,0
121,21,3,0,0,0,0,0,0.371900826,13,13,8,1,1,30,1
20,7,1,0,0,0,0,0,0.05,4,4,4,1,1,659,1
124,46,5,0,3,2,0,0,0.161290323,17,13,17,1,1,25,1
51,18,2,0,0,2,0,0,0,9,8,9,1,1,136,0
55,38,3,0,0,0,0,0,0.054545455,20,20,5,1,1,645,1
28,19,2,1,0,0,0,0,0,5,5,0,0,0,245,0
27,19,2,1,0,0,0,0,0,7,7,0,1,1,0,0
88,14,2,9,0,0,0,0,0,9,6,9,1,0,257,0
73,10,2,0,3,0,0,0,0,9,6,9,1,1,259,1
19,11,2,0,0,0,0,0,0,4,4,0,0,1,392,0
30,10,2,1,0,0,0,0,0,6,3,6,1,0,37,1
23,14,2,0,0,0,0,0,0,7,7,0,0,1,0,0
31,17,2,1,0,0,0,0,0,9,9,2,0,1,224,0
38,16,2,0,0,1,0,0,0,9,9,4,0,0,901,0
31,22,2,0,0,0,0,0,0,15,15,0,1,1,0,0
45,26,2,0,0,0,0,0,0.088888889,17,17,10,1,0,2430,1
76,50,4,1,0,0,0,0,0.065789474,15,13,15,1,1,25,1
43,20,2,0,0,0,0,0,0,10,10,10,1,0,141,0
23,15,2,1,0,0,0,0,0,5,5,0,1,1,0,0
33,13,3,0,0,0,0,0,0.090909091,5,5,5,1,0,242,1
18,11,1,0,0,0,0,0,0,7,7,0,1,1,128,0
33,25,2,0,0,0,0,0,0.121212121,13,13,0,1,0,54,1
19,12,1,0,0,0,0,0,0,7,7,0,1,1,0,0
46,15,4,0,0,0,0,0,0.02173913,7,7,6,1,0,752,1
23,15,2,0,0,0,0,0,0,7,7,0,0,1,317,0
67,17,4,0,0,1,0,0,0.044776119,7,6,7,0,1,2972,0
72,24,3,2,0,4,0,0,0.041666667,8,8,7,0,0,3003,0
57,16,2,0,0,1,3,0,0.087719298,9,9,8,0,1,902,0
57,20,3,0,0,0,0,0,0,14,14,11,1,0,0,1
27,18,3,0,0,0,0,0,0,8,8,0,0,0,0,0
41,25,2,0,0,0,0,0,0,17,17,8,1,1,2509,0
39,20,1,0,0,0,0,0,0,16,16,10,1,0,117,1
66,30,3,1,0,0,0,0,0.03030303,22,22,9,1,0,307,0
41,18,2,0,0,0,0,0,0,10,10,10,0,0,1881,0
89,20,3,1,0,0,0,0,0,14,14,12,1,0,277,1
225,21,2,1,6,1,6,0,0.195555556,28,17,28,1,0,46,1
155,22,3,2,1,6,0,0,0.025806452,15,14,15,1,0,249,1
31,24,2,0,0,0,0,0,0,17,17,0,1,1,30,0
117,30,4,1,0,8,0,0,0.102564103,12,11,12,1,1,0,0
39,25,2,0,0,0,0,0,0,17,17,5,1,1,342,1
56,23,3,0,0,1,0,0,0,15,15,10,1,1,920,0
142,34,2,2,1,3,0,0,0.028169014,17,16,17,1,0,382,1
123,46,5,0,3,2,0,0,0.154471545,17,13,17,1,1,25,1
88,21,2,0,0,1,0,0,0.261363636,32,15,32,1,1,812,1
94,21,3,3,0,0,0,0,0,13,13,10,1,1,317,1
48,17,3,0,0,0,0,0,0,9,9,6,0,0,270,0
19,12,1,0,0,0,0,0,0,9,9,0,0,0,0,0
61,18,2,2,0,0,0,0,0,13,10,13,1,0,991,0
43,19,3,0,0,0,0,0,0,11,11,5,1,0,834,0
26,12,1,0,0,0,0,0,0,8,8,3,0,0,91,1
73,28,2,2,0,0,0,0,0.164383562,14,14,10,1,0,589,0
47,15,2,4,0,0,0,0,0,8,7,8,0,1,1418,0
93,13,3,0,0,4,0,0,0.11827957,7,5,7,1,1,661,0
44,16,2,0,0,3,0,0,0,9,9,5,1,1,905,0
57,21,2,0,0,0,0,0,0,14,14,9,1,0,916,1
56,37,3,1,0,0,0,0,0,16,16,7,1,1,187,1
93,18,4,0,0,4,0,0,0,9,5,9,1,1,0,0
26,19,2,0,0,0,0,0,0,8,8,0,1,0,252,1
32,24,2,0,0,0,0,0,0,16,16,0,1,1,154,1
65,43,2,0,0,0,0,0,0.076923077,20,20,13,1,0,358,1
39,18,2,1,0,0,0,0,0,12,8,12,0,1,2808,0
34,11,1,0,0,0,0,0,0,14,7,14,1,0,182,0
47,38,2,2,0,0,0,0,0,9,9,0,1,1,193,1
48,19,2,2,0,0,0,0,0,11,11,11,1,0,3433,0
565,29,3,0,1,0,0,0,0.247787611,487,21,487,1,0,78,1
36,17,2,0,0,0,0,0,0,13,13,4,1,0,294,1
21,7,1,0,0,0,0,0,0.047619048,5,4,5,0,0,0,1
34,25,2,0,0,0,0,0,0.147058824,12,12,0,1,0,374,1
68,17,4,1,0,0,0,0,0,13,9,13,1,1,769,1
56,21,3,2,0,0,0,0,0,13,13,10,0,0,829,0
123,13,3,8,0,2,0,0,0.008130081,13,5,13,1,1,660,0
69,23,2,1,0,0,0,0,0.115942029,20,8,20,1,0,272,1
107,18,3,0,0,0,0,0,0,11,11,11,1,1,71,1
21,13,2,0,0,0,0,0,0,6,6,0,0,0,0,0
50,22,3,0,0,1,0,0,0,15,15,6,1,1,42,1
61,40,2,1,0,0,0,0,0,17,17,13,1,1,2505,0
21,12,2,0,0,0,0,0,0,5,5,0,1,1,0,0
103,21,3,5,0,0,0,0,0,13,13,11,1,0,79,0
42,19,2,0,0,0,0,0,0.047619048,15,15,5,1,0,344,1
30,22,2,0,0,0,0,0,0,14,14,0,1,0,315,0
33,25,2,0,0,0,0,0,0,17,17,0,1,1,242,0
74,31,4,3,0,0,0,0,0.081081081,11,11,8,1,1,589,0
32,22,2,0,0,0,0,0,0,14,14,2,1,1,109,1
30,15,2,0,0,0,0,0,0.033333333,11,11,3,1,0,18,1
58,19,2,4,0,0,0,0,0,11,11,7,1,1,2333,0
16,7,1,0,0,0,0,0,0,4,4,0,0,1,372,0
63,20,2,1,0,0,0,0,0,12,12,11,0,1,47,1
73,25,3,0,0,0,0,0,0.04109589,13,13,10,1,0,655,1
46,37,2,2,0,0,0,0,0,14,14,0,1,0,83,0
37,28,2,0,0,0,0,0,0,20,20,0,1,0,186,0
25,16,2,0,0,0,0,0,0,9,9,0,0,0,98,0
67,7,1,4,0,0,0,0,0.119402985,8,3,8,0,0,270,0
52,16,2,2,0,0,0,0,0,10,6,10,0,0,2976,1
36,16,2,0,0,0,0,0,0,7,6,7,1,0,140,0
25,17,2,0,0,0,0,0,0,9,9,0,0,0,246,0
33,22,2,0,0,0,0,0,0,15,15,2,1,0,0,1
68,42,4,0,0,0,0,0,0.132352941,15,13,15,1,1,25,1
88,22,4,1,0,0,0,0,0.136363636,15,10,15,1,0,58,1
27,18,2,0,0,0,0,0,0,10,10,0,1,1,701,0
69,27,3,2,0,0,0,0,0.101449275,15,15,7,1,0,983,0
119,42,4,0,3,2,0,0,0.159663866,17,13,17,1,0,15,1
26,18,2,0,0,0,0,0,0,9,9,0,1,0,274,0
70,15,2,1,0,0,0,0,0,11,11,8,1,0,239,1
41,20,2,0,0,0,0,0,0,13,12,13,0,1,292,0
74,24,3,3,0,0,0,0,0.081081081,12,12,7,1,1,34,0
28,19,2,1,0,0,0,0,0,6,6,0,1,0,169,1
51,18,3,0,1,0,0,0,0.039215686,10,10,7,0,0,302,0
131,54,5,1,3,2,0,0,0.160305344,17,13,17,1,1,25,1
71,14,2,0,1,0,0,0,0.183098592,32,7,32,1,0,0,1
21,6,1,0,0,0,0,0,0.047619048,6,3,6,1,0,205,1
94,42,3,4,0,0,0,0,0.127659574,30,30,7,1,0,278,1
39,30,2,0,0,0,0,0,0,18,18,0,1,0,193,1
29,21,2,0,0,0,0,0,0.068965517,9,9,0,1,0,50,1
40,10,2,1,0,1,0,0,0,10,3,10,1,0,26,1
44,21,3,0,0,0,0,0,0.113636364,13,13,5,1,0,250,0
24,17,2,1,0,0,0,0,0,6,6,0,1,0,1049,0
21,12,2,0,0,0,0,0,0,4,4,0,0,0,1161,0
27,19,2,0,0,0,0,0,0,12,12,0,1,1,1,0
107,17,2,9,0,0,0,0,0.074766355,10,9,10,0,1,2325,0
31,14,1,0,0,0,0,0,0,9,9,9,1,0,1175,1
127,50,4,1,3,2,0,0,0.173228346,17,13,17,1,1,25,1
98,16,3,7,0,0,0,0,0.071428571,12,8,12,1,0,302,0
34,26,2,0,0,0,0,0,0,18,18,0,1,0,427,0
132,16,3,0,1,1,0,0,0.053030303,40,6,40,1,0,272,1
67,26,3,1,0,0,0,0,0,18,18,10,0,1,514,0
77,23,1,0,0,0,0,0,0.298701299,32,19,32,1,0,87,1
25,17,2,0,0,0,0,0,0,9,9,0,1,0,766,0
23,14,2,0,0,0,0,0,0,6,6,0,0,0,139,0
31,18,1,0,0,0,0,0,0,14,14,4,1,0,358,1
39,25,2,0,0,0,0,0,0.205128205,11,11,5,0,0,122,1
66,28,3,0,0,0,0,0,0,20,20,9,1,1,80,0
41,17,3,0,0,0,0,0,0,9,9,6,1,0,147,0
55,25,2,2,0,0,0,0,0,17,17,5,1,1,1414,0
60,15,2,0,0,6,0,0,0,8,7,8,0,1,507,0
41,14,2,2,0,0,0,0,0,8,5,8,1,0,2273,0
20,11,2,0,0,0,0,0,0,4,4,0,0,1,0,0
36,19,2,0,0,0,0,0,0,11,11,5,1,0,2308,0
35,18,3,0,0,0,0,0,0,9,8,9,0,0,0,0
29,21,2,0,0,0,0,0,0,13,13,0,0,0,116,0
128,50,4,1,3,2,0,0,0.109375,17,13,17,1,0,15,1
40,21,4,1,0,0,0,0,0,5,5,4,1,0,0,1
43,35,2,0,0,0,0,0,0,19,19,0,1,0,242,1
25,17,3,0,0,0,0,0,0,6,6,0,0,1,814,0
53,15,2,0,1,0,0,0,0.037735849,10,6,10,1,0,2430,1
54,31,2,1,0,0,1,0,0.037037037,10,10,7,1,1,59,0
45,16,3,0,0,0,0,0,0.177777778,10,8,10,0,1,192,0
13,6,1,0,0,0,0,0,0,3,3,0,0,0,408,0
24,15,2,0,0,0,0,0,0,7,7,0,0,0,184,0
20,11,2,0,0,0,0,0,0,4,4,0,1,1,128,0
203,18,8,0,0,0,0,0,0,12,12,10,1,1,670,1
131,54,5,1,3,2,0,0,0.122137405,17,13,17,1,1,25,1
30,15,2,0,0,0,0,0,0,7,7,6,1,1,998,0
37,25,2,0,0,0,0,0,0,18,18,3,1,0,0,1
47,31,2,1,0,0,0,0,0,10,10,7,1,1,59,0
33,25,2,1,0,0,0,0,0.03030303,8,8,0,1,0,372,1
86,13,1,10,0,0,0,0,0.081395349,11,9,11,0,0,593,0
33,24,2,0,0,0,0,0,0,16,16,0,1,1,1558,0
77,23,1,0,0,0,0,0,0.25974026,32,19,32,1,0,76,1
28,20,2,0,0,0,0,0,0,12,12,0,1,1,302,0
41,32,2,0,0,0,0,0,0,19,19,0,1,1,372,0
100,14,3,0,3,3,0,0,0,11,7,11,1,0,0,1
56,20,3,0,0,3,0,0,0,12,12,6,1,1,438,0
77,29,3,0,0,0,0,0,0,18,18,11,1,0,98,1
24,15,2,0,0,0,0,0,0,8,8,0,1,1,66,0
35,12,1,2,0,0,0,0,0.028571429,8,6,8,1,0,251,1
23,16,2,0,0,0,0,0,0,10,10,0,0,0,454,0
54,22,2,1,0,0,0,0,0.111111111,9,9,9,1,1,951,0
38,31,2,0,0,0,0,0,0,18,18,0,1,0,374,1
26,18,2,0,0,0,0,0,0,7,7,0,1,0,2479,1
49,31,2,1,0,0,0,0,0.142857143,9,9,6,0,0,334,1
60,18,4,0,0,0,0,0,0.15,10,10,7,1,1,101,0
45,9,2,0,0,0,0,0,0,7,6,7,1,1,271,1
60,19,5,0,0,0,0,0,0,12,12,7,1,1,287,1
76,50,4,1,0,0,0,0,0.144736842,15,13,15,1,0,15,1
36,12,1,2,0,0,0,0,0.027777778,8,6,8,1,0,251,1
22,8,1,0,0,0,0,0,0,6,5,6,1,0,0,1
252,150,7,7,1,1,0,0,0.273809524,62,62,55,1,0,138,1
55,13,3,1,0,0,0,0,0.090909091,9,5,9,0,1,2252,0
79,20,3,1,0,0,0,0,0,12,12,10,1,1,336,1
99,15,2,1,0,2,0,0,0.090909091,26,6,26,1,1,2974,1
105,17,4,1,1,0,0,0,0,14,14,13,1,0,140,1
28,13,2,0,0,1,0,0,0,5,5,2,0,1,1408,0
32,13,2,0,0,0,0,0,0.03125,5,5,4,1,0,52,0
76,21,2,0,0,0,4,0,0.078947368,9,9,8,1,1,146,0
39,31,3,1,0,0,0,0,0.076923077,12,12,0,1,1,162,1
49,30,2,0,0,0,0,0,0,17,17,6,0,0,333,1
34,26,2,1,0,0,0,0,0,11,11,0,1,1,84,1
75,42,5,2,0,0,0,0,0.04,17,9,17,1,1,218,1
76,10,1,0,1,0,1,0,0.342105263,32,7,32,1,0,-1,1
60,17,2,2,0,0,0,0,0.033333333,12,9,12,0,0,285,0
61,12,1,4,0,0,0,0,0,10,8,10,1,0,1286,0
33,24,2,0,0,0,0,0,0,10,10,0,1,0,586,0
52,20,3,0,0,0,0,0,0,12,12,11,1,0,302,1
90,26,3,0,0,2,0,0,0.022222222,12,12,12,1,1,0,1
34,21,2,0,0,0,0,0,0,13,13,5,1,0,216,1
69,22,2,3,0,0,0,0,0.115942029,14,14,9,1,1,333,1
64,18,2,1,0,0,0,0,0,10,10,9,1,0,234,1
71,16,3,2,0,0,0,0,0.098591549,8,8,8,0,0,124,0
49,24,3,0,0,0,0,0,0,16,16,12,1,0,-1,0
38,29,2,0,0,0,0,0,0,15,15,0,1,1,1241,0
42,29,6,0,0,0,0,0,0.023809524,8,8,5,1,1,197,1
54,26,5,0,0,0,0,0,0.037037037,15,9,15,1,1,228,1
47,12,3,0,0,0,0,0,0.106382979,7,4,7,1,0,0,0
53,40,4,2,0,0,0,0,0,9,9,5,1,1,218,1
116,15,1,14,0,0,0,0,0.051724138,11,11,9,1,1,232,0
33,14,3,0,0,0,0,0,0,5,4,5,1,0,0,1
155,39,5,2,1,0,2,0,0.15483871,67,7,67,1,1,230,1
64,27,3,3,0,0,0,0,0,17,17,7,1,1,171,0
42,14,3,0,0,0,0,0,0.119047619,8,8,6,1,1,146,0
52,15,2,2,0,0,0,0,0,8,7,8,0,0,342,0
51,20,3,0,0,0,0,0,0.117647059,9,8,9,1,1,372,1
46,28,5,0,0,0,0,0,0,11,11,4,1,1,231,1
20,13,2,1,0,0,0,0,0,6,6,0,0,1,111,1
28,20,2,0,0,0,0,0,0,12,12,0,0,0,316,0
